point_id,scenario_name,target_return,portfolio_return,portfolio_risk
16,min_2pct_each,7.835991306924205e-05,7.8359913069242e-05,0.012265827059682216
17,min_2pct_each,8.523388861206676e-05,8.523388861206676e-05,0.012269488410857374
18,min_2pct_each,9.210786415489146e-05,9.210786415489146e-05,0.01227339107751453
19,min_2pct_each,9.898183969771616e-05,9.898183969771616e-05,0.012277534689155163
20,min_2pct_each,0.00010585581524054087,0.00010585581524054087,0.012281918861745887
21,min_2pct_each,0.00011272979078336557,0.0001127297907833656,0.01228654319780736
22,min_2pct_each,0.00011960376632619028,0.00011960376632619028,0.012291367710500625
23,min_2pct_each,0.00012647774186901498,0.00012647774186901495,0.012296458600397105
24,min_2pct_each,0.00013335171741183968,0.0001333517174118397,0.012301789224464427
25,min_2pct_each,0.00014022569295466436,0.00014022569295466441,0.012307359115647011
26,min_2pct_each,0.00014709966849748906,0.0001470996684974891,0.012313167793784852
27,min_2pct_each,0.00015397364404031377,0.0001539736440403137,0.012319182168412388
28,min_2pct_each,0.00016084761958313847,0.00016084761958313847,0.012325455414110608
29,min_2pct_each,0.00016772159512596317,0.00016772159512596317,0.012331966745555763
30,min_2pct_each,0.00017459557066878788,0.0001745955706687878,0.01233871560743019
31,min_2pct_each,0.00018146954621161258,0.00018146954621161258,0.012345701431423597
32,min_2pct_each,0.00018834352175443729,0.00018834352175443734,0.012352923636380346
33,min_2pct_each,0.000195217497297262,0.000195217497297262,0.012360343895361173
34,min_2pct_each,0.0002020914728400867,0.00020209147284008672,0.012368025256968505
35,min_2pct_each,0.0002089654483829114,0.00020896544838291137,0.012375942243639826
36,min_2pct_each,0.0002158394239257361,0.00021583942392573602,0.012384094202729377
37,min_2pct_each,0.0002227133994685608,0.00022271339946856075,0.012392480472840726
38,min_2pct_each,0.0002295873750113855,0.0002295873750113855,0.01240106913465663
39,min_2pct_each,0.0002364613505542102,0.0002364613505542102,0.012409911121426736
40,min_2pct_each,0.00024333532609703491,0.00024333532609703491,0.012418986400786236
41,min_2pct_each,0.0002502093016398596,0.0002502093016398595,0.012428294227431563
42,min_2pct_each,0.0002570832771826843,0.0002570832771826843,0.01243783384414124
43,min_2pct_each,0.000263957252725509,0.0002639572527255091,0.012447604481847209
44,min_2pct_each,0.00027083122826833373,0.0002708312282683338,0.012457569001496877
45,min_2pct_each,0.00027770520381115843,0.00027770520381115843,0.012467788422536704
